 ا 	 A
 ڤمرينته ايندرا كايڠن ايت كتاوا 	 Pemerintah Indera Kayangan itu ketawa
 كريس ڤد تاڠن اديواج برڬڬر هيبت 	 Keris pada tangan Adiwaja bergegar hebat
 تيݢ جين ترسبوت بوكن جين بياسا٢ 	 Tiga jin tersebut bukan jin biasa-biasa
 بهاوا اڠكاو هاڽله ماءنسي بياسا 	 Membuka mata semua  Bahawa engkau hanyalah manusia biasa
 دي ڤرلاهن-لاهن تراڤوڠ دري تانه 	 Dia perlahan-lahan terapung dari tanah
 اڠكاو هاڽ ماهو ممڤرماءينكن اكو 	 Engkau hanya mahu mempermainkan aku
 مريک كمودين برتوكار-توكر جوروس 	 Mereka kemudian bertukar-tukar jurus
 نجوم سوريا كتاوا سمبيل مڠڬيليڠ 	 Nujum Surya ketawa sambil menggeleng
 اكو سأورڠ ڤڠمبارا توانكو ڤوتري 	 Aku seorang pengembara tuanku puteri
 واجه ڤوتري سنتوبوڠ منجادي مورم 	 Wajah Puteri Santubong menjadi muram
 سڽومن ڤد بيبير نيرنام تيدق لكڠ 	 Senyuman pada bibir Nirnama tidak lekang
 داهي تون نيرمالا بركروت سديكيت 	 Dahi Tun Nirmala berkerut sedikit
 كامي تيبا حقيقتڽ دوا هاري لالو 	 Kami tiba hakikatnya dua hari lalu
 هاه سوده ڤستيله ممندا بنداهارا 	 Hah sudah pastilah mamanda bendahara
 سوده دوا هاري مريک دسيني سبنرڽ 	 Sudah dua hari mereka di sini sebenarnya
 تتاڤي اديواج تيدق كليهتن ساكيت 	 Tetapi Adiwaja tidak kelihatan sakit
 توانكو ايوه كيت براوندور دهولو 	 Tuanku ayuh kita berundur dahulu
 توبوهڽ لوک٢ تتاڤي دأبايكن سهاج 	 Tubuhnya luka-luka tetapi diabaikan sahaja
 نيرنام ممندڠ علاءالدين دان جبت 	 Nirnama memandang Alauddin dan Jebat
 دي سڬرا منڤوق باهو جنين دسيسيڽ 	 Dia segera menepuk bahu Jenin di sisinya
 كامي بربيچارا اكن ببراڤ ڤركارا 	 Kami berbicara akan beberapa perkara
 لالوانڽ سماكين سوكر دان برليكو 	 Laluannya semakin sukar dan berliku
 سكبون سرنده تيدق لاڬي برسأورڠن 	 Sekebun Serendah tidak lagi berseorangan
 ڬورومو ايت جلس اورڠ يڠ بيجقسان 	 Gurumu itu jelas orang yang bijaksana
 مريک بنر٢ممبريكن انچمن كڤد كيت 	 Mereka benar-benar memberikan ancaman kepada kita
 نامون جين٢ لاءين ماسيه برسامکو 	 Namun jin-jin lain masih bersamaku
 ڤاتيق تيدق اكن مڠچيواكن توانكو 	 Patik tidak akan mengecewakan tuanku
 امڤون توانكو بريبو- ريبو امڤون 	 Ampun tuanku beribu-ribu ampun
 اكو منچاري كاءين ترباءيق سبنرڽ 	 Aku mencari kain terbaik sebenarnya
 ياله تاڤي سمڤاي بيلا نق برنياݢ 	 Yalah tapi sampai bila nak berniaga
 مڠاڤ نيرنام  دي ممڤوڽاءي تاريڠ 	 Mengapa Nirnama  Dia mempunyai taring
 دمکينله بيريڠ سي كوناني توانكو 	 Demikianlah Biring Si Kunani tuanku
 جاڠن فيكيركن اڤ يڠ كيت بلوم اد 	 Jangan fikirkan apa yang kita belum ada
 ترسرله سباتڠ انكوس بواتن تمڤتن 	 Terserlah sebatang ankus buatan tempatan
 تياد سياڤا كات مريک بوليه ڤرڬي 	 Tiada siapa kata mereka boleh pergi
 لقسامان سموتر ڤوتيه ايت مڠڠڬوق 	 Laksamana Semutar Putih itu mengangguk
 درڤد كظاليمن كڤد كعاديلن إسلام 	 Daripada kezaliman kepada keadilan Islam
 سكارڠ ڤندڠن ڤاتيق سماكين تربوک 	 Sekarang pandangan patik semakin terbuka
 تتاڤي دڠن دنيا جوݢ كيت برڤد-ڤد 	 Tetapi dengan dunia juga kita berpada-pada
 كاكيڽ دبوک اونتوق ملڠكه كهادڤن 	 Kakinya dibuka untuk melangkah ke hadapan
 سسواتو يڠ بارو سهاج اكو ماهيري 	 Sesuatu yang baru sahaja aku mahiri
 راج اوڠ مها ڤريتا دريا ترلوڤوڠ 	 Raja Ong Maha Perita Deria terlopong
 سماكين لاما نفسڽ سماكين ڤينديق 	 Semakin lama nafasnya semakin pendek
 برڤدله نجوم سوريا ترسڠيه سينيس 	 Berpadalah Nujum Surya tersengih sinis
 مولوت نديم كويق دڠن سڽومن ليبر 	 Mulut Nadim koyak dengan senyuman lebar
 اڠكاو باڬايكن سدڠ مننتي سسواتو 	 Engkau bagaikan sedang menanti sesuatu
 جاڬت سوچي ملمباي اشارت ممبنركن 	 Jagat Suci melambai isyarat membenarkan
 زمان كڬميلڠن باڬي تانه سمننجوڠ 	 Zaman kegemilangan bagi Tanah Semenanjung
 تاوا براوبه منجادي سڠيهن سينيس 	 Tawa berubah menjadi sengihan sinis
 كيت برتمو سكالي لاڬي نجوم جهنم 	 Kita bertemu sekali lagi nujum jahanam
 ڤنديكر برڤاروت دهادڤنڽ مڠڬيليڠ 	 Pendekar berparut di hadapannya menggeleng
 نيرنام ماسيه برديري دتمڤت تادي 	 Nirnama masih berdiri di tempat tadi
 يا جاڬت سوچي سڽوم سمڤاي كتليڠا 	 Ya Jagat Suci senyum sampai ke telinga
 ليدهڽ كمبالي باسه دڠن ذكر الله 	 Lidahnya kembali basah dengan dzikrullah
 چلاک اڠكاو جاڬتعلاءالدين مڽربو 	 Celaka engkau Jagat Alauddin menyerbu
 تتاڤي كالين منولق ڤلواڠ ترسبوت 	 Tetapi kalian menolak peluang tersebut
 ستروسڽ سايڤ توڠڬلڽ دكيبس ڤانتس 	 Seterusnya sayap tunggalnya dikibas pantas
 جبت ترسڠيه دڠن ماتڽ ككل ترڤجام 	 Jebat tersengih dengan matanya kekal terpejam
 جبت كوچر-كاچير ممڤرتاهنكن ديري 	 Jebat kucar-kacir mempertahankan diri
 ڤندڠن تاجم دڤاكو ڤد نجوم سوريا 	 Pandangan tajam dipaku pada Nujum Surya
 نجوم سوريا مڠهنتق توڠكتڽ كتانه 	 Nujum Surya menghentak tongkatnya ke tanah
 كريڠتڽ سماكين لبت منيتيق كبومي 	 Keringatnya semakin lebat menitik ke bumi
 اڠكاو سوده تيدق ڤوڽا باڽق تناݢ 	 Engkau sudah tidak punya banyak tenaga
 مات اهلي سيحير توا ايت تربونتڠ 	 Mata ahli sihir tua itu terbuntang
 كأمانن مڽليموتي مريک سابن هاري 	 Keamanan menyelimuti mereka saban hari
 توانكو كيت ڤاتوت ممولاكن مجليس 	 Tuanku kita patut memulakan majlis
 علاءالدين منڤوق-نڤوق باهو تڠݢڠ 	 Alauddin menepuk-nepuk bahu Tanggang
 علاءالدين دان تڠݢڠ سام٢ ترتاوا 	 Alauddin dan Tanggang sama-sama tertawa
 سلاڠكه دمي سلاڠكه اورڠ كاي بسر 	 Selangkah demi selangkah Orang Kaya Besar
 ترهارو ڤق كادوق دڠن تيندقن ايت 	 Terharu Pak Kaduk dengan tindakan itu
 ستياڤ هايونن چڠكول دي ممبايڠكنڽ 	 Setiap hayunan cangkul dia membayangkannya
 لڠكه سي لاون ايت كمس دان تراتور 	 Langkah si lawan itu kemas dan teratur
 كالي اين باڽق باهو ترانجوت كچوت 	 Kali ini banyak bahu terenjut kecut
 اڠكاو بوليه مميليه اونتوق هيدوڤ 	 Engkau boleh memilih untuk hidup
 مات نيرنام ردوڤ ممندڠ واجه نديم 	 Mata Nirnama redup memandang wajah Nadim
 اوڠ ممبريتاهو تنڤا ممندڠ كبلاكڠ 	 Awang memberitahu tanpa memandang ke belakang
 دي جوݢ ايڠين منجادي ڤنديكر هيبت 	 Dia juga ingin menjadi pendekar hebat
 سمنجق سڤرتيݢ تراخير مالم برمولا 	 Semenjak sepertiga terakhir malam bermula
 نديم لڠسوڠ تيدق داڤت مڠاول ديري 	 Nadim langsung tidak dapat mengawal diri
 لڠكه سي لاون ايت كمس دان تراتور 	 Langkah si lawan itu kemas dan teratur
 نيرنام توروت ملاكوكن حال يڠ سام 	 Nirnama turut melakukan hal yang sama
 سڬرا دي ممندڠ اره تاوا ايت داتڠ 	 Segera dia memandang arah tawa itu datang
 سموݢ كراجاءن سموتر ڤوتيه برسياݢ 	 Semoga Kerajaan Semutar Putih bersiaga
 ساودارا٢ اكو تاهو كڤرلوان كالين 	 Saudara-saudara aku tahu keperluan kalian
 سريڠ برهنتي اول سبلوم اورڠ لاين 	 Sering berhenti awal sebelum orang lain
 اكو بياسا نمڤق كتاب بڬيني دمسجد 	 Aku biasa nampak kitab begini di masjid
 نام اڠكاو ڤون ڤستيڽ بوكن نيرنام 	 Nama engkau pun pastinya bukan Nirnama
 اين رزقي درڤد الله سبحان وتعالى 	 Ini rezeki daripada Allah SWT
 نيرنام توروت ملاكوكن حال يڠ سام 	 Nirnama turut melakukan hal yang sama
 دي داڤت مراساكن بولو روماڽ منڬق 	 Dia dapat merasakan bulu romanya menegak
 ڬوڤوه بوكن سيكڤ يڠ دسوكاءي توهن 	 Gopoh bukan sikap yang disukai Tuhan
 قدرة مريک ماسيه تيدق چوكوڤ كوات 	 Kudrat mereka masih tidak cukup kuat
 دي دان امڤت راكنڽ ساليڠ برڤندڠن 	 Dia dan empat rakannya saling berpandangan
 لاري بانڠ بڠكيت دان منڤوك باهوڽ 	 Lari Banang bangkit dan menepuk bahunya
 قيصهڽ تله سريڠ داولڠ-اولڠ راماي 	 Kisahnya telah sering diulang-ulang ramai
 نيرنام ڤرلاهن-لاهن مناءيقي ڤنتس 	 Nirnama perlahan-lahan menaiki pentas
 بركروت داهي ڤوتري چهاي بولن ايت 	 Berkerut dahi Puteri Cahaya Bulan itu
 نيرنام ترسيريت كبلاكڠ ببراڤ دڤا 	 Nirnama terseret ke belakang beberapa depa
 نيرنام تيدق ممبنتيڠڽ بڬيتو سهاج 	 Nirnama tidak membantingnya begitu sahaja
 دي مراساكن ديريڽ باهن جناک سمات 	 Dia merasakan dirinya bahan jenaka semata
 تيبا٢ دي تراس ڤيڤيڽ دتكڤ سسواتو 	 Tiba-tiba dia terasa pipinya ditekap sesuatu
 تيدق كاله دڠن ڤلابوهن باتو ساور 	 Tidak kalah dengan Pelabuhan Batu Sawar
 اكو منداڤت كأونتوڠن برڬندا-ڬندا 	 Aku mendapat keuntungan berganda-ganda
 اكو سوده لاما تيدق كمبالي كسيني 	 Aku sudah lama tidak kembali ke sini
 بوليه ممبنتو جک اد چابرن منداتڠ 	 Boleh membantu jika ada cabaran mendatang
 چندانا ترتاوا كچيل سبلوم مڠڠڬوق 	 Cendana tertawa kecil sebelum mengangguk
 موجور نيرنام ممڬڠ باهوڽ دڠن كجڤ 	 Mujur Nirnama memegang bahunya dengan kejap
 نيرنام سنتياس ميستري چيق چندانا 	 Nirnama sentiasa misteri Cik Cendana
 تروس توبوهڽ جاتوه اونتوق برسجود 	 Terus tubuhnya jatuh untuk bersujud
 ادوه سوڠڬوه اكو ريندوكن بونداكو 	 Aduh sungguh aku rindukan bondaku
 ڤندڠن چندانا دان نيرنام برتاءوت 	 Pandangan Cendana dan Nirnama bertaut
 ايهندا بوندا  لاڠيت كميره-ميرهن 	 Ayahanda bonda  Langit kemerah-merahan
 كقواتنكو جوݢ برتمبه برڬندا-ڬندا 	 Kekuatanku juga bertambah berganda-ganda
 مڽريڠاي سهيڠݢ كليهتن ڬيڬي تاريڠ 	 Menyeringai sehingga kelihatan gigi taring
 ڤنديكر برڤاروت ايت ممندڠ چندانا 	 Pendekar berparut itu memandang Cendana
 اكو تيدق داڤت مڠينتاي سڤنوه ماس 	 Aku tidak dapat mengintai sepenuh masa
 اكو ميمڠ سوک برچلوتيه براڠن-اڠن 	 Aku memang suka berceloteh berangan-angan
 تروس دي ممندڠ نيرنام دان چندانا 	 Terus dia memandang Nirnama dan Cendana
 رات-راتڽ هيدوڤ جاءوه دري مشاركت 	 Rata-ratanya hidup jauh dari masyarakat
 بيچاراڽ تادي بوكن ڤرماءينن كلام 	 Bicaranya tadi bukan permainan kalam
 سڤاروه سياڠ جک برجالن تنڤا هنتي 	 Separuh siang jika berjalan tanpa henti
 اكو برڤنداڤت مريک ساليڠ مڽالهكن 	 Aku berpendapat mereka saling menyalahkan
 كماتين بوكن ڤڠأخيرن سڬالا-ڬالاڽ 	 Kematian bukan pengakhiran segala-galanya
 كيت بنر٢ براد دكاكي ڬونوڠ سراڤي 	 Kita benar-benar berada di kaki Gunung Serapi
 سموا يڠ دسنتوهڽ براس امت ڬمبيرا 	 Semua yang disentuhnya berasa amat gembira
 كتيک اين نديم داڤت مليهت سسواتو 	 Ketika ini Nadim dapat melihat sesuatu
 دادا ڤوترا سراڤي باڬايكن برومبق 	 Dada Putera Serapi bagaikan berombak
 معافكن اكو واهاي سكالين ڤندودوق 	 Maafkan aku wahai sekalian penduduk
 اورڠ راماي مڠلواركن سوارا كچيوا 	 Orang ramai mengeluarkan suara kecewa
 كريڠت سماكين باڽق منوداءي واجهڽ 	 Keringat semakin banyak menodai wajahnya
 ڤارا ڤڠليڤور لارا ممولاكن اكسيڽ 	 Para penglipur lara memulakan aksinya
 ڤرمڤوان برواجه سوڤق ايت مرينتيه 	 Perempuan berwajah sopak itu merintih
 اكو ماهو كلوار درڤد كملارتن اين 	 Aku mahu keluar daripada kemelaratan ini
 مولوتڽ تركومت-كاميت ممباچ منترا 	 Mulutnya terkumat-kamit membaca mantera
 جاڬت سوچي هاڽ ترسڽوم ممندڠ سموا 	 Jagat Suci hanya tersenyum memandang semua
 جلس ڤرمڤوان توا ايت جوݢ ترڤرنجت 	 Jelas perempuan tua itu juga terperanjat
 اكو جوݢ ماهو منومبڠكن جاڬت سوچي 	 Aku juga mahu menumbangkan Jagat Suci
 كات٢ ايت ممبواتكن چندانا ترسڽوم 	 Kata-kata itu membuatkan Cendana tersenyum
 تيڠڬل اڠكاو تيدق مليهت ڤرڬرقنكو 	 Tinggal engkau tidak melihat pergerakanku
 اڤاته لاڬي اڠكاو هاڽ سأورڠ بودق 	 Apatah lagi engkau hanya seorang budak
 بوكن ڤرڬي منمڤه موت دڠن منچابرڽ 	 Bukan pergi menempah maut dengan mencabarnya
 برمولا دڠن ايهندا كمودين بونداڽ 	 Bermula dengan ayahanda kemudian bondanya
 ستياڤ هايونن چڠكول دي ممبايڠكنڽ 	 Setiap hayunan cangkul dia membayangkannya
 دأبايكن سڬالا كساكيتن دان كڤنتن 	 Diabaikan segala kesakitan dan kepenatan
 برتوبوه بودق تتاڤي برجيوا ستريا 	 Bertubuh budak tetapi berjiwa satria
 سبيله ڤدڠ ترظاهير دبلاكڠ ڤيڠڬڠڽ 	 Sebilah pedang terzahir di belakang pinggangnya
 مک اكو تيدق ماهو ممنجڠكن اوچاڤن 	 Maka aku tidak mahu memanjangkan ucapan
 چندانا تركجوت داهيڽ بركروت-كروت 	 Cendana terkejut dahinya berkerut-kerut
 كهولو كهيلير مڠومڤولكن انق ڤانه 	 Ke hulu ke hilir mengumpulkan anak panah
 نيرنام دليهت برڬرق باڬايكن اڠين 	 Nirnama dilihat bergerak bagaikan angin
 لڠكهن مريک مڽربو نيرنام تربنتوت 	 Langkahan mereka menyerbu Nirnama terbantut
 نيرنام ممندڠ كأره ڤوتري سنتوبوڠ 	 Nirnama memandang ke arah Puteri Santubong
 مريک تيدق اكن برجاي ڤد مالم اين 	 Mereka tidak akan berjaya pada malam ini
 مريک سوده برسياڤ اونتوق مڠڬمڤور 	 Mereka sudah bersiap untuk menggempur
 لاما كلاماءن ڤريت ايت اكن سيرنا 	 Lama kelamaan perit itu akan sirna
 ڤرلاهن-لاهن نيرنام ملڠكه كهادڤن 	 Perlahan-lahan Nirnama melangkah ke hadapan
 ڤوترا سراڤي ماسيه برڬوليڠ-ڬوليڠ 	 Putera Serapi masih berguling-guling
 اڠكاو ڤرڬي داڤتكن دوا ڤوتري ايت 	 Engkau pergi dapatkan dua puteri itu
 نيرنام مڠلواركن كريس دري سيسيڤن 	 Nirnama mengeluarkan keris dari sisipan
 ڤندڠن يڠ بربالم-بالم سماكين جلس 	 Pandangan yang berbalam-balam semakin jelas
 بوكن دڤرڬوناكنڽ سباڬايمان اڠكاو 	 Bukan dipergunakannya sebagaimana engkau
 جاڠن اڠكاو راڤت توكڠ سيحير چلاک 	 Jangan engkau rapat tukang sihir celaka
 كدوا-دواڽ تله دتيكم كريس نيرنام 	 Kedua-duanya telah ditikam keris Nirnama
 ڤڠليما دري ايستان سنتوبوڠ منچله 	 Panglima dari Istana Santubong mencelah
 تركجوت جالق بنتالا ممندڠ كهادڤن 	 Terkejut Jalak Bentala memandang ke hadapan
 كالين بردوا سوده ڤنداي مڽاكت يا 	 Kalian berdua sudah pandai menyakat ya
 ڤاتيق ساتو-ساتوڽ يڠ ماسيه هيدوڤ 	 Patik satu-satunya yang masih hidup
 تتاڤي رات٢ تيدق دددهكن كڤد عوام 	 Tetapi rata-rata tidak didedahkan kepada awam
